"hub","site","date","species","bandNumber","bandCombo"
"Pittsburgh","HUNTRESS",2014-07-27,"AMRO",135246343,"O/AL,-"
"Pittsburgh","HUNTRESS",2014-07-27,"GRCA",233140291,"O/AL,B"
"Pittsburgh","HUNTRESS",2014-07-27,"GRCA",233140292,"O/AL,O"
"Pittsburgh","HUNTRESS",2014-07-27,"SOSP",240130833,"B,AL/BK"
"Pittsburgh","HUNTRESS",2014-07-27,"SOSP",240130834,"O/AL,B"
"Pittsburgh","HUNTRESS",2014-07-27,"SOSP",240130835,"B,AL/G"
"Pittsburgh","HUNTRESS",2014-07-27,"SOSP",240130836,"B,AL/R"
"Pittsburgh","SEVER",2014-07-29,"RBWO",135245803,"AL,-"
"Pittsburgh","SEVER",2014-07-29,"NOCA",233140280,"R/AL,W"
"Pittsburgh","SEVER",2014-07-29,"SOSP",240130837,"O/AL,W"
"Pittsburgh","SEVER",2014-07-29,"SOSP",240130838,"W/R,AL"
